USERID,GENDER,RACE,PROVINCE,CHANNEL2,AGE_GROUP,DAY_OF_WEEK,TIME_BLOCK_SAST,TOTAL_SESSIONS,TOTAL_VIEWING_MINUTES,AVG_SESSION_LENGTH,UNIQUE_VIEWERS
2204439,male,white,Western Cape,E! Entertainment,Senior,Mon,Afternoon,1,8.600000,8.600000000000,1
2287983,male,black,Mpumalanga,Vuzu,Youth,Wed,Night,1,0.333333,0.333333000000,1
604764,male,black,Eastern Cape,SuperSport Blitz,Youth,Sat,Morning,1,13.766667,13.766667000000,1
821710,male,black,Gauteng,Cartoon Network,Youth,Sun,Night,1,3.266667,3.266667000000,1
765556,male,black,Limpopo,Channel O,Youth,Sat,Afternoon,1,0.350000,0.350000000000,1
2422360,male,coloured,Western Cape,Channel O,Adults,Thu,Morning,1,0.950000,0.950000000000,1
773014,male,black,Gauteng,Channel O,Youth,Thu,Afternoon,1,10.950000,10.950000000000,1
821952,male,coloured,Eastern Cape,Supersport Live Events,Youth,Sat,Afternoon,1,21.233333,21.233333000000,1
833280,male,coloured,Western Cape,Cartoon Network,Youth,Tue,Night,1,1.816667,1.816667000000,1
893565,male,black,Eastern Cape,Boomerang,Youth,Wed,Night,1,24.950000,24.950000000000,1
1686981,male,white,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,0.000000,0.000000000000,1
810440,male,None,Gauteng,ICC Cricket World Cup 2011,Adults,Tue,Night,1,6.233333,6.233333000000,1
822193,male,coloured,Western Cape,Supersport Live Events,Youth,Fri,Afternoon,2,0.400000,0.200000000000,1
831563,female,indian_asian,Gauteng,Trace TV,Youth,Thu,Afternoon,1,3.950000,3.950000000000,1
941407,male,black,Gauteng,DStv Events 1,Adults,Tue,Afternoon,1,3.333333,3.333333000000,1
1120547,female,coloured,Western Cape,SuperSport Blitz,Youth,Wed,Morning,1,0.000000,0.000000000000,1
861336,male,white,Mpumalanga,Cartoon Network,Youth,Fri,Afternoon,1,0.950000,0.950000000000,1
808826,None,None,None,Africa Magic,Kids,Fri,Afternoon,1,0.033333,0.033333000000,1
833543,male,indian_asian,Gauteng,Boomerang,Youth,Wed,Morning,1,17.866667,17.866667000000,1
773384,male,black,Mpumalanga,Africa Magic,Adults,Mon,Afternoon,1,5.616667,5.616667000000,1
2092216,male,white,Western Cape,ICC Cricket World Cup 2011,Senior,Wed,Afternoon,1,5.600000,5.600000000000,1
810594,male,coloured,Western Cape,Supersport Live Events,Youth,Fri,Night,2,9.333334,4.666667000000,1
810605,male,indian_asian,Limpopo,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,0.666667,0.666667000000,1
773423,male,coloured,Western Cape,Channel O,Adults,Wed,Morning,1,0.900000,0.900000000000,1
773433,male,indian_asian,Kwazulu Natal,Supersport Live Events,Youth,Wed,Morning,1,0.000000,0.000000000000,1
2371216,male,black,Gauteng,CNN,Adults,Mon,Night,1,7.450000,7.450000000000,1
822436,male,None,Gauteng,Boomerang,Youth,Sun,Morning,1,0.366667,0.366667000000,1
663218,male,white,Free State,Supersport Live Events,Adults,Tue,Morning,1,3.066667,3.066667000000,1
822466,male,None,Western Cape,CNN,Adults,Sat,Morning,1,0.650000,0.650000000000,1
810684,male,white,Gauteng,CNN,Adults,Mon,Morning,1,0.816667,0.816667000000,1
810720,male,None,Free State,SuperSport Blitz,Adults,Sun,Night,1,10.200000,10.200000000000,1
2018374,male,black,Kwazulu Natal,Boomerang,Adults,Fri,Morning,1,4.016667,4.016667000000,1
810759,female,black,Gauteng,CNN,Adults,Wed,Morning,1,1.233333,1.233333000000,1
870746,male,white,Gauteng,CNN,Adults,Mon,Night,1,0.050000,0.050000000000,1
820300,male,white,Gauteng,Supersport Live Events,Senior,Fri,Night,1,2.433333,2.433333000000,1
831660,male,white,Gauteng,Supersport Live Events,Adults,Sun,Afternoon,1,0.233333,0.233333000000,1
2368726,male,None,Gauteng,ICC Cricket World Cup 2011,Adults,Wed,Morning,1,67.200000,67.200000000000,1
893599,male,black,Gauteng,SawSee,Youth,Tue,Night,1,0.000000,0.000000000000,1
810243,male,black,North West,Trace TV,Youth,Thu,Afternoon,1,52.800000,52.800000000000,1
810246,male,other,Eastern Cape,E! Entertainment,Kids,Sat,Morning,1,0.733333,0.733333000000,1
810282,male,black,Gauteng,Supersport Live Events,Youth,Fri,Late Night,1,0.133333,0.133333000000,1
907886,male,None,Gauteng,ICC Cricket World Cup 2011,Adults,Fri,Afternoon,1,0.100000,0.100000000000,1
773361,male,black,Gauteng,Supersport Live Events,Youth,Sun,Afternoon,1,1.233333,1.233333000000,1
822328,male,black,Kwazulu Natal,Channel O,Youth,Fri,Late Night,1,0.000000,0.000000000000,1
866122,male,black,Mpumalanga,ICC Cricket World Cup 2011,Youth,Sun,Afternoon,1,0.766667,0.766667000000,1
795012,male,black,Mpumalanga,Trace TV,Youth,Sun,Night,1,0.400000,0.400000000000,1
2255463,male,black,Gauteng,Boomerang,Adults,Thu,Afternoon,1,0.900000,0.900000000000,1
771783,male,indian_asian,Gauteng,Trace TV,Youth,Mon,Afternoon,1,4.750000,4.750000000000,1
1106115,female,black,Western Cape,Trace TV,Youth,Mon,Afternoon,1,5.950000,5.950000000000,1
808966,male,black,Free State,SuperSport Blitz,Youth,Tue,Morning,1,108.633333,108.633333000000,1
859311,male,indian_asian,Kwazulu Natal,Trace TV,Youth,Thu,Night,1,24.950000,24.950000000000,1
771876,male,black,North West,Cartoon Network,Youth,Sat,Afternoon,1,3.516667,3.516667000000,1
800825,male,black,Kwazulu Natal,Trace TV,Youth,Tue,Afternoon,1,0.000000,0.000000000000,1
771048,male,None,Gauteng,SuperSport Blitz,Youth,Sat,Night,1,8.566667,8.566667000000,1
892523,male,coloured,Limpopo,Africa Magic,Youth,Sun,Afternoon,1,0.000000,0.000000000000,1
816289,female,black,Mpumalanga,Channel O,Youth,Tue,Afternoon,1,2.350000,2.350000000000,1
809008,male,coloured,Northern Cape,Cartoon Network,Youth,Sun,Afternoon,1,3.950000,3.950000000000,1
809008,male,coloured,Northern Cape,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,0.633333,0.633333000000,1
764396,male,white,Eastern Cape,Cartoon Network,Adults,Mon,Morning,1,0.300000,0.300000000000,1
831820,male,coloured,Kwazulu Natal,Cartoon Network,Youth,Sun,Night,1,0.950000,0.950000000000,1
771941,male,coloured,Western Cape,Channel O,Youth,Sat,Night,1,52.900000,52.900000000000,1
786206,male,indian_asian,Gauteng,Cartoon Network,Kids,Sat,Afternoon,2,11.900000,5.950000000000,1
809102,male,indian_asian,Kwazulu Natal,Trace TV,Youth,Sun,Night,1,1.750000,1.750000000000,1
791444,male,black,Gauteng,Channel O,Youth,Sun,Night,1,0.450000,0.450000000000,1
892643,male,coloured,Western Cape,Boomerang,Youth,Sat,Late Night,1,212.350000,212.350000000000,1
809116,male,black,Limpopo,SuperSport Blitz,Adults,Mon,Night,1,1.533333,1.533333000000,1
809117,female,black,Western Cape,Channel O,Adults,Tue,Night,1,0.600000,0.600000000000,1
820568,male,indian_asian,Limpopo,ICC Cricket World Cup 2011,Youth,Fri,Afternoon,1,16.400000,16.400000000000,1
809158,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Sat,Morning,1,104.066667,104.066667000000,1
788891,male,coloured,Kwazulu Natal,E! Entertainment,Youth,Sun,Night,1,1.333333,1.333333000000,1
921254,male,None,Western Cape,ICC Cricket World Cup 2011,Adults,Tue,Afternoon,1,0.000000,0.000000000000,1
859641,male,indian_asian,Kwazulu Natal,Cartoon Network,Adults,Tue,Afternoon,1,3.833333,3.833333000000,1
788844,male,black,Gauteng,Trace TV,Youth,Thu,Late Night,1,53.600000,53.600000000000,1
809226,male,coloured,Western Cape,Africa Magic,Youth,Fri,Afternoon,1,2.233333,2.233333000000,1
2021277,male,black,Gauteng,CNN,Youth,Mon,Night,1,2.316667,2.316667000000,1
892770,male,white,Mpumalanga,Supersport Live Events,Youth,Mon,Afternoon,1,0.300000,0.300000000000,1
2368852,male,black,Mpumalanga,Africa Magic,Youth,Thu,Morning,1,0.000000,0.000000000000,1
832040,female,None,Eastern Cape,Channel O,Adults,Tue,Afternoon,1,2.750000,2.750000000000,1
820728,male,black,Gauteng,Channel O,Youth,Wed,Morning,1,13.950000,13.950000000000,1
2090836,male,coloured,Western Cape,Trace TV,Youth,Sun,Afternoon,1,22.550000,22.550000000000,1
809320,male,black,Western Cape,Africa Magic,Youth,Sun,Morning,1,1.350000,1.350000000000,1
869301,female,coloured,Eastern Cape,Trace TV,Adults,Mon,Afternoon,1,6.950000,6.950000000000,1
2415002,male,indian_asian,Gauteng,Supersport Live Events,Youth,Wed,Afternoon,1,0.600000,0.600000000000,1
930447,male,indian_asian,Gauteng,Channel O,Adults,Mon,Night,1,5.850000,5.850000000000,1
940108,male,black,Mpumalanga,Trace TV,Youth,Wed,Night,1,0.450000,0.450000000000,1
866643,male,black,Mpumalanga,Trace TV,Youth,Tue,Late Night,1,1.950000,1.950000000000,1
2369134,male,indian_asian,Gauteng,SuperSport Blitz,Adults,Sat,Afternoon,1,5.833333,5.833333000000,1
789122,male,black,Eastern Cape,Supersport Live Events,Youth,Fri,Afternoon,3,0.700000,0.233333333333,1
802628,None,None,None,ICC Cricket World Cup 2011,Kids,Wed,Afternoon,1,6.466667,6.466667000000,1
2369305,male,indian_asian,Limpopo,ICC Cricket World Cup 2011,Kids,Fri,Afternoon,1,55.066667,55.066667000000,1
751018,male,white,North West,M-Net,Youth,Thu,Night,1,0.583333,0.583333000000,1
809530,male,black,Western Cape,ICC Cricket World Cup 2011,Adults,Wed,Afternoon,1,0.700000,0.700000000000,1
809538,male,indian_asian,Kwazulu Natal,Boomerang,Youth,Fri,Afternoon,1,3.666667,3.666667000000,1
788008,male,indian_asian,Kwazulu Natal,Trace TV,Kids,Sat,Afternoon,1,0.550000,0.550000000000,1
786607,male,coloured,Western Cape,Supersport Live Events,Adults,Thu,Night,1,2.900000,2.900000000000,1
930759,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Tue,Afternoon,1,89.866667,89.866667000000,1
786585,male,white,Limpopo,Cartoon Network,Youth,Sat,Night,1,0.216667,0.216667000000,1
789263,male,white,Gauteng,kykNET,Youth,Wed,Afternoon,1,5.050000,5.050000000000,1
2421326,male,None,Western Cape,SuperSport Blitz,Adults,Sat,Morning,1,18.066667,18.066667000000,1
866893,male,coloured,Gauteng,Africa Magic,Adults,Sun,Night,1,0.400000,0.400000000000,1
809675,male,white,Kwazulu Natal,SawSee,Senior,Sun,Night,1,1.150000,1.150000000000,1
809704,female,None,Gauteng,Boomerang,Youth,Tue,Late Night,1,0.183333,0.183333000000,1
2406577,male,black,Gauteng,Trace TV,Youth,Mon,Night,1,3.150000,3.150000000000,1
2091234,male,black,Gauteng,Channel O,Adults,Fri,Morning,1,63.000000,63.000000000000,1
2415063,male,indian_asian,Limpopo,Supersport Live Events,Youth,Thu,Afternoon,1,11.833333,11.833333000000,1
2287668,male,black,Kwazulu Natal,E! Entertainment,Youth,Fri,Morning,1,0.866667,0.866667000000,1
2204240,male,coloured,Western Cape,SuperSport Blitz,Youth,Wed,Afternoon,1,0.000000,0.000000000000,1
809765,male,coloured,Western Cape,CNN,Adults,Thu,Night,1,0.716667,0.716667000000,1
2000262,male,black,Mpumalanga,SuperSport Blitz,Youth,Thu,Late Night,1,8.866667,8.866667000000,1
789476,male,white,Limpopo,CNN,Adults,Fri,Morning,1,0.250000,0.250000000000,1
809809,female,indian_asian,Kwazulu Natal,Supersport Live Events,Youth,Fri,Afternoon,1,7.533333,7.533333000000,1
2427141,male,black,Eastern Cape,Channel O,Youth,Sun,Late Night,1,12.750000,12.750000000000,1
893325,male,indian_asian,Gauteng,Supersport Live Events,Youth,Thu,Morning,1,6.433333,6.433333000000,1
809823,male,black,Gauteng,Supersport Live Events,Youth,Fri,Night,1,1.533333,1.533333000000,1
2091371,male,black,Gauteng,CNN,Adults,Mon,Afternoon,1,12.333333,12.333333000000,1
2427199,male,indian_asian,Limpopo,Boomerang,Youth,Fri,Afternoon,1,1.650000,1.650000000000,1
940611,male,black,Gauteng,E! Entertainment,Youth,Tue,Late Night,1,0.000000,0.000000000000,1
2204405,male,indian_asian,Gauteng,Supersport Live Events,Youth,Thu,Afternoon,1,5.600000,5.600000000000,1
920091,male,indian_asian,Gauteng,SuperSport Blitz,Adults,Tue,Late Night,1,0.000000,0.000000000000,1
809892,male,black,Gauteng,Africa Magic,Youth,Sat,Morning,2,0.800000,0.400000000000,1
809908,male,indian_asian,Eastern Cape,Africa Magic,Kids,Sun,Morning,1,0.233333,0.233333000000,1
809908,male,indian_asian,Eastern Cape,Africa Magic,Kids,Wed,Afternoon,1,0.383333,0.383333000000,1
940664,female,black,Northern Cape,Trace TV,Adults,Thu,Afternoon,1,2.450000,2.450000000000,1
867193,male,black,Gauteng,E! Entertainment,Adults,Fri,Night,1,2.033333,2.033333000000,1
2239503,male,None,Western Cape,Channel O,Adults,Sat,Morning,1,0.500000,0.500000000000,1
868572,male,black,Gauteng,Boomerang,Youth,Wed,Night,1,0.316667,0.316667000000,1
585153,male,white,Free State,E! Entertainment,Adults,Sun,Late Night,1,2.866667,2.866667000000,1
436474,female,black,Gauteng,Africa Magic,Adults,Fri,Afternoon,1,4.983333,4.983333000000,1
810015,male,indian_asian,Western Cape,ICC Cricket World Cup 2011,Adults,Fri,Afternoon,1,0.433333,0.433333000000,1
2204601,male,black,Eastern Cape,Channel O,Adults,Thu,Morning,1,4.650000,4.650000000000,1
797994,male,black,Gauteng,Trace TV,Youth,Mon,Morning,1,3.200000,3.200000000000,1
821676,female,black,Limpopo,Africa Magic,Adults,Wed,Afternoon,1,27.883333,27.883333000000,1
821730,male,black,Gauteng,Africa Magic,Adults,Fri,Night,1,3.316667,3.316667000000,1
821747,male,coloured,Western Cape,Channel O,Youth,Sun,Afternoon,1,3.900000,3.900000000000,1
940974,male,black,Western Cape,Africa Magic,Adults,Thu,Morning,1,0.016667,0.016667000000,1
2288416,male,coloured,Western Cape,Supersport Live Events,Adults,Sat,Morning,1,43.433333,43.433333000000,1
941028,male,black,Gauteng,Africa Magic,Youth,Fri,Night,2,12.833333,6.416666500000,1
804771,male,white,Gauteng,E! Entertainment,Youth,Sun,Afternoon,1,1.000000,1.000000000000,1
803047,None,None,None,ICC Cricket World Cup 2011,Kids,Sun,Afternoon,1,112.766667,112.766667000000,1
773020,male,black,North West,SuperSport Blitz,Youth,Fri,Night,1,0.433333,0.433333000000,1
773027,male,coloured,Western Cape,Trace TV,Adults,Sat,Afternoon,1,2.000000,2.000000000000,1
810264,male,black,Gauteng,SuperSport Blitz,Youth,Wed,Morning,1,4.400000,4.400000000000,1
178992,female,indian_asian,Limpopo,Supersport Live Events,Youth,Tue,Afternoon,1,2.333333,2.333333000000,1
804884,male,white,Eastern Cape,E! Entertainment,Youth,Thu,Night,1,0.666667,0.666667000000,1
810340,male,coloured,Western Cape,Supersport Live Events,Adults,Fri,Afternoon,1,7.166667,7.166667000000,1
2288719,male,black,Limpopo,Africa Magic,Senior,Tue,Morning,1,0.616667,0.616667000000,1
794238,male,white,Mpumalanga,Trace TV,Youth,Mon,Afternoon,1,9.050000,9.050000000000,1
2204358,male,coloured,Western Cape,SuperSport Blitz,Adults,Sun,Late Night,1,129.866667,129.866667000000,1
809917,male,coloured,Western Cape,Supersport Live Events,Adults,Wed,Afternoon,1,5.933333,5.933333000000,1
940801,male,black,Western Cape,CNN,Youth,Thu,Morning,1,2.583333,2.583333000000,1
831349,male,black,Free State,Trace TV,Youth,Tue,Morning,1,19.050000,19.050000000000,1
810205,male,indian_asian,Gauteng,Africa Magic,Youth,Sun,Night,1,0.350000,0.350000000000,1
893885,male,indian_asian,Gauteng,SuperSport Blitz,Youth,Thu,Morning,1,0.233333,0.233333000000,1
907479,male,black,Gauteng,Boomerang,Youth,Thu,Night,1,7.950000,7.950000000000,1
833221,male,black,Northern Cape,Channel O,Youth,Wed,Afternoon,1,95.950000,95.950000000000,1
907557,female,white,Gauteng,ICC Cricket World Cup 2011,Adults,Tue,Morning,1,0.766667,0.766667000000,1
907569,male,white,Gauteng,Supersport Live Events,Youth,Sat,Morning,1,0.466667,0.466667000000,1
941303,male,black,Eastern Cape,E! Entertainment,Adults,Wed,Afternoon,1,0.000000,0.000000000000,1
810463,male,other,Western Cape,E! Entertainment,Youth,Sun,Late Night,1,0.966667,0.966667000000,1
886671,male,indian_asian,Gauteng,Supersport Live Events,Adults,Thu,Afternoon,1,4.100000,4.100000000000,1
822265,male,indian_asian,Gauteng,E! Entertainment,Adults,Wed,Night,1,1.600000,1.600000000000,1
870488,male,coloured,Western Cape,Supersport Live Events,Youth,Fri,Morning,1,0.133333,0.133333000000,1
2371074,male,black,Western Cape,Boomerang,Adults,Sun,Morning,1,17.883333,17.883333000000,1
810533,male,black,Gauteng,Supersport Live Events,Adults,Fri,Morning,1,2.733333,2.733333000000,1
894056,male,None,Eastern Cape,ICC Cricket World Cup 2011,Youth,Tue,Afternoon,1,10.100000,10.100000000000,1
867915,male,black,Gauteng,Supersport Live Events,Adults,Fri,Afternoon,1,3.766667,3.766667000000,1
803296,None,None,None,ICC Cricket World Cup 2011,Kids,Tue,Afternoon,1,14.233333,14.233333000000,1
2415185,male,black,Kwazulu Natal,SuperSport Blitz,Youth,Thu,Night,1,1.100000,1.100000000000,1
785968,male,white,Gauteng,SuperSport Blitz,Adults,Thu,Morning,1,1.766667,1.766667000000,1
790378,male,black,Kwazulu Natal,Channel O,Youth,Tue,Afternoon,1,0.200000,0.200000000000,1
867998,male,None,Limpopo,ICC Cricket World Cup 2011,Adults,Sat,Morning,1,1.100000,1.100000000000,1
2362117,male,white,Gauteng,Supersport Live Events,Youth,Sat,Afternoon,1,0.866667,0.866667000000,1
729345,male,white,Gauteng,Boomerang,Adults,Sun,Morning,1,1.600000,1.600000000000,1
802228,male,white,Free State,Supersport Live Events,Youth,Thu,Morning,1,0.000000,0.000000000000,1
822436,male,None,Gauteng,ICC Cricket World Cup 2011,Youth,Sat,Afternoon,1,0.966667,0.966667000000,1
831650,male,coloured,Western Cape,kykNET,Adults,Wed,Afternoon,1,9.700000,9.700000000000,1
2205521,male,black,Eastern Cape,Channel O,Youth,Thu,Night,1,0.650000,0.650000000000,1
2415235,female,white,Gauteng,Boomerang,Adults,Sat,Night,1,0.350000,0.350000000000,1
868093,male,None,Western Cape,CNN,Youth,Sun,Night,1,22.450000,22.450000000000,1
805336,male,white,Mpumalanga,CNN,Adults,Tue,Night,1,4.333333,4.333333000000,1
929024,male,white,Gauteng,Supersport Live Events,Senior,Thu,Morning,1,15.300000,15.300000000000,1
2165865,male,indian_asian,Gauteng,Trace TV,Youth,Mon,Afternoon,1,6.150000,6.150000000000,1
596429,male,white,Gauteng,SuperSport Blitz,Adults,Wed,Afternoon,1,3.766667,3.766667000000,1
772437,male,black,North West,SuperSport Blitz,Youth,Sat,Morning,1,0.100000,0.100000000000,1
828496,male,coloured,Western Cape,SuperSport Blitz,Youth,Mon,Night,1,0.000000,0.000000000000,1
2360820,male,black,North West,Africa Magic,Adults,Thu,Afternoon,1,0.066667,0.066667000000,1
918882,male,indian_asian,Limpopo,Trace TV,Youth,Mon,Night,1,7.700000,7.700000000000,1
903840,male,None,Gauteng,ICC Cricket World Cup 2011,Youth,Fri,Afternoon,1,5.733333,5.733333000000,1
773504,male,None,Kwazulu Natal,Supersport Live Events,Adults,Fri,Afternoon,1,2.400000,2.400000000000,1
833513,male,coloured,Kwazulu Natal,Boomerang,Adults,Tue,Afternoon,1,0.700000,0.700000000000,1
2368357,male,black,Gauteng,Cartoon Network,Adults,Tue,Afternoon,1,0.000000,0.000000000000,1
808929,female,black,Eastern Cape,Cartoon Network,Youth,Sun,Night,1,92.533333,92.533333000000,1
831694,male,None,Limpopo,Africa Magic,Youth,Wed,Late Night,1,0.033333,0.033333000000,1
808921,male,black,Mpumalanga,Trace TV,Youth,Wed,Morning,1,18.450000,18.450000000000,1
808950,male,black,Free State,SuperSport Blitz,Youth,Thu,Morning,1,11.333333,11.333333000000,1
820361,male,white,Mpumalanga,SuperSport Blitz,Youth,Sat,Afternoon,1,8.433333,8.433333000000,1
840343,male,white,Limpopo,Trace TV,Adults,Sat,Night,1,5.300000,5.300000000000,1
2203323,male,black,Free State,Channel O,Adults,Wed,Night,1,0.450000,0.450000000000,1
939659,male,black,Limpopo,Africa Magic,Youth,Mon,Night,1,1.766667,1.766667000000,1
771872,male,coloured,Western Cape,Cartoon Network,Youth,Sun,Afternoon,1,12.550000,12.550000000000,1
809008,male,coloured,Northern Cape,SuperSport Blitz,Youth,Tue,Night,1,5.333333,5.333333000000,1
939679,male,coloured,Western Cape,Cartoon Network,Adults,Fri,Late Night,1,0.116667,0.116667000000,1
809028,male,white,Kwazulu Natal,Break in transmission,Youth,Sun,Morning,1,0.266667,0.266667000000,1
866244,male,black,Western Cape,Supersport Live Events,Youth,Thu,Afternoon,1,3.000000,3.000000000000,1
809039,male,white,Mpumalanga,Supersport Live Events,Adults,Fri,Night,2,2.233333,1.116666500000,1
2425806,male,black,Gauteng,CNN,Adults,Sun,Night,1,0.500000,0.500000000000,1
939732,male,black,Gauteng,CNN,Youth,Thu,Late Night,1,64.983333,64.983333000000,1
809076,male,coloured,Western Cape,Boomerang,Youth,Sun,Night,1,2.416667,2.416667000000,1
830923,male,coloured,Western Cape,Trace TV,Youth,Fri,Afternoon,1,13.350000,13.350000000000,1
809081,male,black,Gauteng,Africa Magic,Youth,Sun,Night,1,0.150000,0.150000000000,1
866310,male,black,Gauteng,Supersport Live Events,Youth,Sun,Night,1,19.800000,19.800000000000,1
2203487,male,black,Mpumalanga,Africa Magic,Adults,Thu,Afternoon,1,0.383333,0.383333000000,1
809152,male,black,Gauteng,Channel O,Youth,Tue,Morning,1,0.150000,0.150000000000,1
779576,male,None,Kwazulu Natal,Supersport Live Events,Youth,Thu,Afternoon,1,0.466667,0.466667000000,1
2429528,male,None,Gauteng,Supersport Live Events,Youth,Wed,Morning,1,1.266667,1.266667000000,1
809158,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Night,1,165.466667,165.466667000000,1
803703,male,coloured,Western Cape,Supersport Live Events,Youth,Sat,Afternoon,1,1.100000,1.100000000000,1
552589,male,None,Gauteng,Cartoon Network,Youth,Sat,Morning,1,0.533333,0.533333000000,1
2203599,male,black,Gauteng,Africa Magic,Youth,Tue,Night,1,24.533333,24.533333000000,1
803754,female,black,North West,Channel O,Youth,Sun,Afternoon,1,1.600000,1.600000000000,1
832005,male,white,Mpumalanga,Cartoon Network,Adults,Thu,Morning,1,0.250000,0.250000000000,1
898831,male,white,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,0.000000,0.000000000000,1
809231,male,black,Gauteng,Channel O,Adults,Wed,Afternoon,1,7.950000,7.950000000000,1
820565,male,black,Limpopo,Channel O,Youth,Sat,Afternoon,1,12.150000,12.150000000000,1
830980,male,indian_asian,Kwazulu Natal,SuperSport Blitz,Adults,Fri,Afternoon,1,16.833333,16.833333000000,1
820685,male,indian_asian,Limpopo,MK,Youth,Wed,Morning,1,0.333333,0.333333000000,1
803807,male,white,Gauteng,Supersport Live Events,Youth,Tue,Night,1,1.033333,1.033333000000,1
2203670,male,black,Kwazulu Natal,SuperSport Blitz,Youth,Thu,Afternoon,1,5.966667,5.966667000000,1
2426196,male,indian_asian,Limpopo,ICC Cricket World Cup 2011,Youth,Wed,Morning,1,2.266667,2.266667000000,1
820773,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,17.700000,17.700000000000,1
809325,female,black,Eastern Cape,ICC Cricket World Cup 2011,Kids,Fri,Morning,1,0.800000,0.800000000000,1
809331,male,indian_asian,Western Cape,SuperSport Blitz,Adults,Sat,Afternoon,1,20.666667,20.666667000000,1
772209,male,None,Mpumalanga,Channel O,Youth,Tue,Night,1,1.750000,1.750000000000,1
772209,male,None,Mpumalanga,Channel O,Youth,Mon,Morning,1,0.700000,0.700000000000,1
789072,male,black,Gauteng,CNN,Adults,Sun,Night,1,0.216667,0.216667000000,1
869356,None,None,None,ICC Cricket World Cup 2011,Kids,Tue,Morning,1,1.300000,1.300000000000,1
940163,male,black,Free State,Channel O,Youth,Thu,Afternoon,1,6.050000,6.050000000000,1
841929,male,white,Limpopo,Cartoon Network,Adults,Tue,Morning,1,0.816667,0.816667000000,1
789150,male,indian_asian,Kwazulu Natal,E! Entertainment,Youth,Fri,Late Night,1,4.133333,4.133333000000,1
220098,male,white,Eastern Cape,Supersport Live Events,Youth,Fri,Night,1,33.100000,33.100000000000,1
789185,male,coloured,Western Cape,Supersport Live Events,Youth,Tue,Night,1,0.200000,0.200000000000,1
2360532,male,coloured,Western Cape,ICC Cricket World Cup 2011,Adults,Sat,Afternoon,1,8.600000,8.600000000000,1
789261,male,black,Gauteng,Break in transmission,Youth,Wed,Night,1,0.683333,0.683333000000,1
821166,male,black,North West,Channel O,Youth,Fri,Late Night,1,1.950000,1.950000000000,1
2204117,female,black,Mpumalanga,DStv Events 1,Youth,Tue,Afternoon,1,1.916667,1.916667000000,1
789091,male,black,Mpumalanga,SuperSport Blitz,Youth,Wed,Afternoon,1,0.800000,0.800000000000,1
2360306,male,black,Kwazulu Natal,Supersport Live Events,Youth,Thu,Morning,1,24.100000,24.100000000000,1
789254,male,black,Mpumalanga,SuperSport Blitz,Youth,Sat,Afternoon,1,0.800000,0.800000000000,1
866901,male,white,Gauteng,SuperSport Blitz,Adults,Thu,Morning,1,10.100000,10.100000000000,1
821233,male,coloured,Western Cape,SawSee,Youth,Sat,Night,1,6.566667,6.566667000000,1
2415057,male,white,Gauteng,CNN,Adults,Sun,Night,1,1.266667,1.266667000000,1
809681,male,black,Mpumalanga,Africa Magic,Youth,Sun,Afternoon,1,2.950000,2.950000000000,1
789376,male,black,Gauteng,ICC Cricket World Cup 2011,Adults,Sat,Night,1,50.433333,50.433333000000,1
832509,male,black,North West,Supersport Live Events,Adults,Tue,Late Night,1,0.400000,0.400000000000,1
809709,female,coloured,Western Cape,Vuzu,Adults,Tue,Afternoon,1,0.216667,0.216667000000,1
772529,male,black,Gauteng,Supersport Live Events,Youth,Sun,Night,1,0.833333,0.833333000000,1
2421483,male,coloured,Western Cape,Channel O,Adults,Wed,Night,1,1.650000,1.650000000000,1
809733,male,black,Gauteng,Supersport Live Events,Adults,Thu,Afternoon,1,1.366667,1.366667000000,1
940509,male,other,Western Cape,DStv Events 1,Youth,Mon,Afternoon,1,0.833333,0.833333000000,1
893304,male,indian_asian,Mpumalanga,ICC Cricket World Cup 2011,Youth,Sun,Afternoon,1,1.200000,1.200000000000,1
840760,male,black,Gauteng,Channel O,Youth,Fri,Afternoon,1,0.000000,0.000000000000,1
2204331,male,black,Gauteng,Africa Magic,Adults,Tue,Night,1,0.216667,0.216667000000,1
2369920,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Sat,Night,1,1.366667,1.366667000000,1
940616,male,coloured,Western Cape,Supersport Live Events,Adults,Fri,Morning,1,6.100000,6.100000000000,1
2415093,male,black,Western Cape,Trace TV,Youth,Thu,Morning,1,92.600000,92.600000000000,1
809884,male,coloured,Gauteng,ICC Cricket World Cup 2011,Youth,Sat,Morning,2,23.000000,11.500000000000,1
821498,female,black,Western Cape,ICC Cricket World Cup 2011,Kids,Wed,Afternoon,1,1.533333,1.533333000000,1
2204436,male,coloured,Northern Cape,Channel O,Adults,Tue,Morning,1,2.650000,2.650000000000,1
772694,male,black,Gauteng,SuperSport Blitz,Youth,Fri,Morning,1,12.500000,12.500000000000,1
